MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,HeatingQC,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,Remodeled,Age when Sold
20,RL,78.0,10264,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,1999.0,RFn,2,TA,158,29,8,WD,Normal,214000,4764,2.0,No,7
20,RL,73.0,10921,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,Hip,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,6,0,Attchd,1965.0,Fin,1,TA,120,0,5,WD,Normal,94750,2880,2.0,No,42
30,RL,85.0,10625,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,5,0,Basment,1920.0,Unf,1,Fa,0,0,5,COD,Abnorml,83000,2128,1.0,Yes,60
20,RL,77.0,9320,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Fa,TA,6,0,NA,1980.0,NA,0,NA,352,0,1,WD,Normal,128950,3400,2.5,No,51
20,RL,69.0,10603,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,Gd,Gd,6,2,Attchd,1977.0,RFn,2,TA,168,68,2,WD,Normal,205000,4830,3.0,Yes,9
60,RL,77.0,9206,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,TA,Gd,7,1,Attchd,1985.0,Fin,2,TA,192,46,6,WD,Normal,178000,4205,2.5,No,25
90,RL,64.0,7018,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,Gable,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,TA,TA,8,0,Attchd,1979.0,Unf,2,TA,0,0,6,WD,Alloca,118964,3070,2.0,No,30
20,RL,94.0,10402,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,6,0,Attchd,2009.0,RFn,3,TA,0,36,5,WD,Normal,198900,3678,2.0,No,1
50,RM,69.0,7758,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,Gable,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,Ex,TA,7,2,Detchd,1951.0,Unf,1,TA,0,0,6,WD,Normal,169500,4676,1.5,Yes,57
60,FV,75.0,9375,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,Gd,9,1,Attchd,2003.0,RFn,2,TA,140,45,8,WD,Normal,250000,5037,2.5,Yes,4
30,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,Mansard,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Gd,TA,6,0,Detchd,1954.0,Unf,1,Fa,0,0,8,WD,Normal,100000,2735,1.0,Yes,12
20,RM,50.0,6000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Ex,TA,5,0,Detchd,1948.0,Unf,1,TA,0,0,4,WD,Partial,115000,2367,1.0,Yes,58
50,RM,85.0,8500,Reg,Lvl,Corner,IDOTRR,Artery,1Fam,1.5Fin,5,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,Fa,7,0,NA,1980.0,NA,0,NA,0,0,8,WD,Normal,115000,3827,2.0,Yes,2
20,RL,105.0,11751,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,Hip,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Ex,TA,7,1,Attchd,1977.0,RFn,2,TA,0,122,1,COD,Normal,190000,5532,2.0,No,33
50,RL,75.0,9525,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,7,0,Attchd,1954.0,Unf,1,TA,182,0,10,WD,Normal,136900,4704,2.0,Yes,34
80,RL,69.0,7750,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,7,1,BuiltIn,2000.0,Fin,2,TA,180,0,4,WD,Normal,180000,3244,2.5,No,10
60,RL,77.0,9965,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,Ex,10,1,BuiltIn,2007.0,Fin,3,TA,120,184,10,New,Partial,383970,6656,3.5,No,0
20,RL,69.0,21000,Reg,Bnk,Corner,Crawfor,Norm,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,TA,Gd,7,2,Basment,1953.0,Unf,2,TA,166,120,10,COD,Abnorml,217000,6327,3.0,No,54
70,RL,61.0,7259,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Ex,Gd,9,1,Detchd,1945.0,Unf,1,TA,224,0,7,WD,Normal,259500,5668,3.5,Yes,5
160,FV,34.0,3230,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,Gable,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,5,1,Detchd,1999.0,Unf,2,TA,0,32,6,WD,Normal,176000,3645,2.5,No,8
20,RL,69.0,11616,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1962.0,Unf,1,TA,0,20,9,WD,Normal,139000,3276,1.5,No,47
20,RL,74.0,8536,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,5,0,Attchd,2007.0,Unf,2,TA,80,64,4,New,Partial,155000,3375,1.5,Yes,0
60,RL,90.0,12376,Reg,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,Hip,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,Gd,11,2,Attchd,1990.0,Unf,3,TA,367,0,5,WD,Normal,320000,8117,4.0,No,20
60,RL,65.0,8461,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,2005.0,Fin,2,TA,0,24,7,New,Partial,163990,3640,2.5,Yes,0
80,RL,69.0,21453,IR1,Low,CulDSac,ClearCr,Norm,1Fam,SLvl,6,Flat,Plywood,Plywood,None,0.0,TA,TA,CBlock,Ex,TA,4,2,Attchd,1969.0,Unf,2,TA,0,130,10,WD,Normal,180000,2914,2.0,No,37
50,RM,50.0,6060,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,Gable,AsbShng,AsbShng,None,0.0,TA,TA,PConc,Gd,TA,4,0,Detchd,1979.0,Unf,1,TA,0,0,6,WD,Normal,100000,2978,1.0,Yes,57
20,RL,75.0,9464,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Hip,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,Gd,TA,5,0,Attchd,1958.0,Unf,1,TA,0,0,6,WD,Normal,136000,3240,1.0,No,50
120,RL,55.0,7892,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,0.0,Gd,TA,PConc,Ex,Gd,5,0,Attchd,1993.0,RFn,2,TA,0,63,3,WD,Normal,153900,3597,2.0,No,15
20,RL,48.0,17043,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,6,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,7,1,Attchd,1979.0,Unf,2,TA,192,0,1,WD,Normal,181000,4534,2.0,Yes,11
190,RM,60.0,6780,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,Gd,TA,5,0,NA,1980.0,NA,0,NA,53,0,6,WD,Normal,84500,1794,2.0,Yes,24
120,RL,69.0,4928,IR1,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,5,1,Attchd,1977.0,RFn,2,TA,0,205,2,WD,Normal,128000,2994,2.0,No,31
45,RM,55.0,4388,IR1,Bnk,Inside,OldTown,Feedr,1Fam,1.5Unf,5,Gable,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,Ex,TA,5,1,NA,1980.0,NA,0,NA,0,0,6,WD,Normal,87000,2352,1.0,Yes,57
60,RL,69.0,7590,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1966.0,RFn,2,TA,188,108,7,WD,Normal,155000,3356,1.5,No,40
20,RL,69.0,8973,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,Ex,6,0,2Types,1998.0,RFn,2,TA,0,80,7,WD,Abnorml,150000,3114,2.0,Yes,15
60,RL,88.0,14200,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,7,Gable,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,Ex,Gd,8,2,Attchd,1966.0,Fin,2,TA,105,66,5,WD,Normal,226000,5238,2.5,No,40
60,RL,69.0,12224,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Ex,Gd,7,1,BuiltIn,2000.0,RFn,2,TA,24,48,7,WD,Normal,244000,5100,3.5,No,9
20,RL,75.0,7388,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,Gd,7,0,Detchd,1974.0,Unf,2,TA,0,0,7,WD,Normal,150750,3717,2.0,Yes,5
20,RL,69.0,6853,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,2001.0,Fin,2,TA,192,25,6,WD,Normal,220000,3859,3.0,Yes,7
20,RL,78.0,10335,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,7,1,Attchd,1968.0,RFn,2,TA,0,96,7,WD,Normal,180000,4903,2.5,Yes,13
20,RL,80.0,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Hip,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,Gd,TA,7,1,Attchd,1970.0,Unf,2,TA,98,0,5,WD,Normal,174000,4668,2.0,No,38
20,RL,69.0,10355,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,5,1,Attchd,1967.0,RFn,1,TA,0,111,7,WD,Normal,143000,3642,2.0,No,40
90,RL,82.0,11070,Reg,Lvl,Inside,Mitchel,Norm,Duplex,1Story,7,Gable,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,Gd,TA,9,0,2Types,1989.0,Unf,3,TA,0,0,7,WD,Family,171000,5825,3.0,Yes,17
60,RL,73.0,9066,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Ex,Gd,7,2,Attchd,1999.0,Fin,3,TA,224,106,12,WD,Normal,230000,4708,2.5,Yes,8
60,RL,65.0,15426,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,7,0,Attchd,1997.0,RFn,2,TA,276,99,8,WD,Normal,231500,4456,3.5,No,12
20,RL,70.0,10500,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,5,1,NA,1980.0,NA,0,NA,0,0,4,ConLI,Normal,115000,2592,1.0,No,39
20,RL,78.0,11645,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,0,Attchd,2005.0,Fin,2,TA,160,24,1,WD,Normal,260000,5202,3.0,No,1
50,RL,71.0,8520,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,Gable,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,Fa,TA,6,0,Detchd,2000.0,Unf,2,TA,0,0,6,WD,Normal,166000,3680,2.0,No,58
20,RL,78.0,10335,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,1999.0,RFn,2,TA,144,29,6,WD,Normal,204000,4492,3.0,No,10
90,RM,70.0,9100,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1Story,5,Gable,HdBoard,HdBoard,BrkFace,336.0,TA,TA,CBlock,TA,TA,10,0,Detchd,1963.0,Unf,2,TA,0,0,11,ConLI,Abnorml,125000,5184,3.0,No,43
160,RM,24.0,2522,Reg,Lvl,Inside,Edwards,Norm,Twnhs,2Story,6,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Ex,Gd,7,0,Detchd,2004.0,Unf,2,TA,0,40,4,WD,Normal,130000,4388,2.0,Yes,0
30,RM,51.0,6120,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,5,0,Detchd,1931.0,Unf,1,Fa,48,0,11,WD,Normal,105000,2465,2.0,Yes,16
60,RL,69.0,9505,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Ex,Gd,8,1,BuiltIn,2001.0,Fin,2,TA,144,48,5,WD,Normal,222500,4954,2.5,No,9
20,RL,63.0,7500,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,Ex,Gd,6,0,NA,1980.0,NA,0,NA,0,0,4,WD,Normal,141000,3240,2.0,Yes,3
50,RM,69.0,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,7,0,Detchd,1936.0,Unf,1,Fa,200,114,4,WD,Normal,115000,3584,1.0,Yes,56
20,RL,120.0,10356,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,5,0,Attchd,1975.0,Unf,2,TA,0,0,1,WD,Normal,122000,2907,1.5,No,32
20,RL,107.0,13891,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,Stone,436.0,Gd,TA,PConc,Ex,Gd,6,1,Attchd,2007.0,RFn,3,TA,0,102,1,New,Partial,372402,5130,3.0,Yes,0
60,RL,69.0,14803,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,252.0,TA,TA,CBlock,Gd,TA,8,1,Attchd,1971.0,RFn,2,TA,0,66,6,WD,Normal,190000,4811,2.5,No,35
20,RL,69.0,13500,Reg,Lvl,Inside,ClearCr,Norm,1Fam,1Story,6,Flat,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,4,1,Attchd,1960.0,RFn,2,TA,409,0,3,WD,Normal,235000,4106,2.0,Yes,33
30,RM,84.0,11340,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,7,0,Detchd,1923.0,Unf,1,Fa,0,0,3,WD,Family,125000,3600,1.0,Yes,56
50,RL,60.0,9600,Reg,Lvl,Corner,Edwards,Artery,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,5,0,NA,1980.0,NA,0,NA,0,8,4,WD,Normal,79000,2764,1.0,Yes,58
20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1950.0,Unf,2,TA,0,0,6,WD,Normal,109500,2080,1.0,No,56
60,RL,92.0,12003,Reg,Lvl,Corner,Timber,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,Ex,8,1,BuiltIn,2009.0,Fin,3,TA,0,75,5,New,Partial,269500,4710,2.5,Yes,0
60,FV,100.0,12552,Reg,Lvl,Corner,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,8,1,Attchd,2004.0,RFn,2,TA,0,136,5,WD,Normal,254900,4885,2.5,Yes,5
60,RL,134.0,19378,IR1,HLS,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Ex,Gd,9,1,Attchd,2006.0,RFn,2,TA,239,132,3,New,Partial,320000,6316,3.5,Yes,0
20,RL,69.0,11120,IR1,Lvl,CulDSac,Veenker,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,TA,6,0,Attchd,1984.0,Unf,2,TA,0,0,6,WD,Normal,162500,3696,2.0,No,24
60,RL,110.0,13688,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Gable,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,Ex,Ex,10,2,BuiltIn,2003.0,Fin,3,TA,400,0,3,WD,Normal,412500,6908,3.5,Yes,4
20,RL,95.0,12182,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2005.0,RFn,2,TA,0,70,5,New,Partial,220000,4623,2.0,No,5
45,RL,55.0,5500,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Unf,4,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Ex,TA,4,0,NA,1980.0,NA,0,NA,0,0,4,WD,Normal,103200,2646,1.0,No,51
40,RM,40.0,5400,Reg,Lvl,Corner,OldTown,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Gd,Gd,5,0,Detchd,1926.0,Unf,1,TA,0,0,10,WD,Normal,152000,4381,2.0,Yes,3
190,RL,62.0,10106,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,6,0,NA,1980.0,NA,0,NA,140,0,9,WD,Normal,127500,3354,3.0,Yes,9
20,RL,69.0,10708,IR1,Lvl,Inside,ClearCr,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Ex,TA,7,3,Attchd,1955.0,Fin,1,TA,476,0,11,COD,Normal,190000,5351,2.0,Yes,16
60,RL,86.0,10562,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,Ex,8,1,Attchd,2007.0,Fin,3,TA,178,120,11,New,Partial,325624,5904,2.5,No,0
60,RL,62.0,8244,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,7,1,Attchd,2004.0,Fin,2,TA,100,48,5,WD,Normal,183500,4280,2.5,No,3
20,RL,69.0,16669,IR1,Lvl,Corner,Timber,Norm,1Fam,1Story,8,Hip,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,TA,TA,6,1,Attchd,1981.0,RFn,2,TA,574,64,1,WD,Normal,228000,5100,2.5,No,25
50,RM,69.0,12358,IR1,Lvl,Inside,OldTown,Feedr,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,7,0,Detchd,1991.0,Unf,2,TA,237,0,5,WD,Normal,128500,2956,1.5,Yes,57
20,RL,141.0,31770,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,Hip,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,Fa,TA,7,2,Attchd,1960.0,Fin,2,TA,210,62,5,WD,Normal,215000,4392,2.0,No,50
160,RL,44.0,5306,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,2Story,7,Gable,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,5,1,Attchd,1987.0,RFn,2,Gd,441,35,6,WD,Normal,239000,4598,3.0,No,19
20,RL,80.0,10197,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,6,1,Attchd,1961.0,Unf,2,TA,0,20,6,COD,Normal,163000,4086,2.5,No,47
20,RL,47.0,12416,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,6,Gable,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,TA,TA,7,1,Attchd,1986.0,Fin,2,TA,192,0,11,WD,Normal,184000,4908,3.0,No,22
20,RL,84.0,12615,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,7,1,Attchd,1950.0,Unf,2,TA,0,29,6,WD,Normal,243000,5518,3.0,Yes,6
60,RL,97.0,10029,IR1,Lvl,Corner,ClearCr,Norm,1Fam,2Story,6,Gable,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,TA,TA,8,1,Attchd,1988.0,Unf,2,TA,0,228,9,WD,Normal,211000,5271,3.0,Yes,18
50,RL,69.0,13650,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,Ex,Gd,8,1,Attchd,1958.0,Unf,2,TA,0,0,7,WD,Normal,172500,4892,3.0,No,48
30,RM,60.0,8520,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,5,0,Detchd,1935.0,Unf,2,Fa,0,0,7,WD,Normal,100000,2904,1.0,Yes,1
160,FV,69.0,2117,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,6,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Ex,Gd,5,1,Detchd,2000.0,Unf,2,TA,0,0,6,WD,Normal,177000,3806,2.5,No,7
70,RL,54.0,7588,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,9,1,Detchd,1920.0,Unf,1,Fa,0,0,7,WD,Normal,200100,4397,1.5,Yes,56
20,RL,60.0,9060,Reg,Lvl,Inside,Edwards,Artery,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,Ex,TA,7,1,Attchd,1957.0,RFn,1,TA,116,0,6,WD,Normal,120000,2680,1.0,Yes,1
50,RM,63.0,11426,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,6,0,Detchd,2003.0,Unf,2,TA,280,238,6,WD,Normal,200000,5526,2.5,No,5
50,RL,92.0,7438,IR1,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,5,Gable,AsbShng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,5,0,Attchd,1986.0,Unf,2,TA,104,0,6,WD,Normal,127000,3008,1.0,Yes,15
75,RM,90.0,22950,IR2,Lvl,Inside,OldTown,Artery,1Fam,2.5Fin,10,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,Ex,Ex,12,2,Detchd,1993.0,Unf,3,Ex,0,260,6,WD,Normal,475000,7751,2.5,Yes,13
80,RL,69.0,9947,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SLvl,7,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Ex,Gd,6,0,Attchd,1990.0,Unf,2,TA,168,27,6,WD,Normal,173000,3622,3.0,Yes,18
50,RL,60.0,10410,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Ex,TA,8,0,Detchd,1916.0,Unf,1,Fa,0,0,8,WD,Normal,135000,3828,2.5,Yes,22
90,RL,64.0,7018,Reg,Bnk,Inside,SawyerW,Feedr,Duplex,SFoyer,5,Gable,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,TA,TA,6,2,Detchd,1979.0,Unf,2,TA,120,0,6,WD,Alloca,153337,3534,3.0,No,30
120,RL,41.0,4923,Reg,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,Ex,5,1,Attchd,2001.0,Fin,2,TA,0,120,8,WD,Normal,286000,4779,2.5,Yes,6
70,RL,70.0,10570,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,8,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,Gd,10,2,Detchd,1932.0,Unf,2,TA,0,74,12,WD,Normal,315000,6307,2.5,Yes,13
60,RL,69.0,7472,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,2Story,7,Gable,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,Gd,Gd,7,0,Attchd,1972.0,Fin,2,TA,0,32,6,WD,Normal,184000,3683,2.5,Yes,3
20,RL,68.0,9017,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,6,0,Attchd,1999.0,Fin,2,TA,0,35,9,WD,Normal,192000,4293,3.0,No,10
160,RM,24.0,2522,Reg,Lvl,Inside,Edwards,Norm,Twnhs,2Story,7,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Ex,Gd,7,0,Detchd,2004.0,Unf,2,TA,0,40,5,WD,Normal,130000,4388,2.0,No,2
20,RL,60.0,7180,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,5,0,Detchd,1989.0,Unf,1,TA,0,0,5,WD,Normal,127000,2592,1.0,No,36
